textDisplay
"setuju bangeutlah,masukin barak aja yg nyinyir,dari dulu juga yg namanya wakil rakyat pretlah,dah kepilihmah tujuannya melenceng,duit aja ditaknya,ayo bapak aing maju terus,kita dukung dan doain bapak aing sehat ,dan terus rezeki ya berlimpah,yg nyinyir emang ga punya kemampuan dan ga kualitas"
DPR &amp;KOMNASHAM kalau anak nakal jadi anak baik
Cocoklah jd kombas ham dulu yg dimasukkan barak militer biar GK ngaham&quot; Mulu cocotnya😊
Saya setuju banget 1000℅ ... yang setuju Komnas HAM dan DPR dibawa ke barak militer ayo merapat..
"Bubarkan aj komnas HAM dan DPR mereka taunya terima gaji tiap bulan, nggak tau masyarakat di bawah"
Subhanallah....<br>Ide nya bagus banget 😊anak-anak muda generasi Indonesia semoga menjadi anak-anak yang tangguh dan berjiwa nasionalisme tinggi ❤❤❤
Yang tidak serukj wajib dikiri ke barak milier😢
Program seperti ini yg kta ingin kan
BAGUS.!!! INI LEBIH BAGUS DARI PD MEMELIHARA ORMAS/PREMANISME. <br>SUATU SAAT MEREKA MEMPUNYAI DASAR SKILL KEAMANAN.
Mungkin mereka lebih suka joget tiktok kan😅
"Siswa nakal, dibina agamanya, in syaa Allah  akan lebih  baik,<br>Masalah kenakalan adalah mslh mental, bukan mslh fisik,<br>, dekatkan kepada al Qur&#39;an,  agar bisa lebih baik"
"Sebagai seorang guru saya sangat setuju dengan langkah pak KDM karena beberapa siswa memang perlu penanganan khusus karena pembinaan yang dilakukan oleh guru2, guru BK, guru agama, dan orang tua mereka sudah tak mampu dan tak ada hasil....👍"
Setuju sekali
"Siswa nakal, dibina agamanya, in syaa Allah  akan lebih  baik,<br>Masalah kenakalan adalah mslh mental, bukan mslh fisik,<br>, dekatkan kepada al Qur&#39;an,  agar bisa lebih baik"
Dprnya org ga punya wawasan pikirannya cm korupsi
Sangat setujuu.... Bravo TNI
Sangat setuju.
"Saya sebagai ortu malahan berterima kasih dgn pendidikan karakter di barak militer dari pada di jalanan dan penjara ,teruska untuk menjadi anak yg di siplin minimal buat dirinya sendiri ,semangat anak anak jangan takit dan gentar,barak militer memanusiakan kamu"
Anak anak malah senang krn mereka punya cita cita ingin jadi TNI.biarkan anak anak didik seperti itu toh demi kemajuan indonesia.
Setuju sekali krn saya juga punya anak nakal. ❤❤❤
Mantap gebleng terus ahlak dan budi pekertinya agar menjadi manusia yang bermoral serta Pancasilais
Lebih bagus sebelum jadi DPR di cek ke psikolog itu yg lebih bagus pasti kalau di cek ke psikolog banyak yg gugur valon DPR
"Setuju,biar mereka nyadar pentingx kedisplinan.."
Anggota dpr juga harus masuk barak juga
Mereka itu tujuannya menjabat adlh cari uang sebanyak2nya.jd klo ada program yg menghabiskan anggaran tp gak ada cuan mereka pun meradang
Sangat cocok dan setuju ❤❤❤❤.
Setuju di didik untuk bela negara
"setuju, jakarta jg dong,bisa ga sih buat anak 6th pelatihan ky gni😂"
Harusnya ini diterapkan di semua propinsi seluruh Indonesia
"Intinya dpr tidak ingin rakyat berubah lebih baik, klo masih tolol kan bisa dmanfaatkan."
Saya sangat setuju utk anak seperti itu biar Meraka punya hati nurani yg baik nantik nya bagus nya di wajib kan disetiap daerah
"Bagus , sehat ,terarah ,dan cukup istirahat, baik lanjutkan"
"Sangat setuju,biar mrk Badannya sehat/kuat ,kira tdk tahu mungkin ini persiapan utk antisifasi UTK BELA NEGARA krn Negara udah KACAU  semeraut GINI"
Sangat setuju
Sangat setuju. Sekali
DPR DAN HAM CUMA BISA KTITIK SUDAH GA PUNYA IDE GA PUNYA  SOLUSI<br>KERJANYA NYINYIR OTAK EMPERAN
Setuju program Dedi mulyadi.
Setuju digembleng
Setuju aja kan demi pembentukan karakter agar lebih baik dan bisa menanamkan rasa cinta bangsa
Setuju bangat ❤bang dedi
Klw sy setuju anak2 dididik secara militer.... supaya tdk ada yg nakal dan berbuat onar
Bang Dedi sekalian mereka dimasukan kebarak militer 😂😂
Para koruptor adalah pejabat nakal harusnya dimasukan ke barak militer......biar ga nyolong mulu...
Setuju sekali
"Dpr dan komnasham masukan sekali biar tak jadi pki, yg tau nya korupsi jadi penghianat bangsa dan menjual negara nya dgn china dan amerika"
Ya sangat setuju.... <br>Kan bukan di siksa kan....
Yang setujuh pemecatan anggota Komnas ham dan dpr yg keberatan atau tidak suka dengan ini mana suara nya saudara ku
"setuju  pak, biar anak yg nakal jadi bener"
👍👍👍👍👍💪💪♥️♥️♥️
Lanjut kang Dedi. Anak2 remaja Jabar butuh ini.
Sangat setuju program BP KDM tambah maju
👍👍👍👍👍👍👍🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲
Sangat setuju
Ham hanya berpikir sesaat. Tidak mau berpikir jauh kedepan. Yakinlah tujuan mereka baik. Jangan menilai beratnya anak-anak melakukan tugas tsb. Pokoke ham ojok kakehan ikut campur dalam mendidik anak bangsa. Coba turba ham biar tahu kondisi nyata jangan hanya berdasar laporan saja.
Bubarkan aja komnas ham dan dprd..gak ada manfaatnya
Semoga pemerintahan seINDONESIA mempraktekkan tindakan ini
Mending bgni berguna besok lusa negara perang siapa lagi yang mau turun?
Itu sangat membantu orang tua yg susah mengatasi anaknya yg terkena penyakit salah bergaul.....
Seluruh rakyat Indonesia setuju....
Yg di  setujui apakorupsi😮😮😮😮😮
Setuju bgttt
Daripada anak tawuran dan narkoba di tangkap polici harus keluar uang mendingan segera serahkan ke barak aja supaya dibimbing menjadi lebih baik dan hidup teratur.
Setuju
gue setuju gembelangn gini<br>taun 97 masuk Smk gue di gembleng kodim 0608 cianjur selama kurang lebih 3 bulan full alhamdulilah angkatan kami sebagai angkatan percontohan hasilnya mantap
Setuju setuju 👍👍👍👍
"Begini lebih baik daripada di masukan penjara.orang tua harus keluar uwang bayak untuk membayar polisi,klu di masukan barak militer anak anak akan lebih tertuju arah masa depan nya."
"Saya setuju, malah tambah sehat tu anak !"
"Setujuuu,bila perlu DPR dan Komnas HAM juga dilatih tuh..."
Ada sekolah SLB di Bandung dibongkar...kemana KPAI sm Komnas HAM ????<br>Milih milih yee
Setuju
Kalau utk kebaikan ank knp tidak.hrs didukung..
Setuju xla knp tdk supaya ngerti dlm berbsngsa tdk lg harus taursn di kspungnya
"Bagus lah sy setuju,lanjutkan pa kdm,smngat juang mu.👍"
SETUJUUU BUANGET
Saya setuju Komnas HAM  dan DPR dan DPRD di. Latih  pola pikiran nya  saya lihat mereka memikirkan  partai saja bukan masarakat  mari kita suwara kan  Komnas HAM dan KPAI dan DPR dan DPRD harus di.  Bina lagi   jika mereka tidak mau maka bubar. Kan karena GK ada gunanya menghabiskan uwang negara republik Indonesia kasihan rakyat miskin di Indonesia ini   demi generasi muda  harus mengikuti program kang Dedi Muliadi
Ham ham tai...cb km liat di papua...brp polisi mati brp TNI yg gugur...tp km gk bisa ambil sikap...lepaskan ham...tai tsi lh...
Yg nyiyir dn pd gk setuju itu orang tuanya pengen anaknya disupin terus
"Ngapain komnasham gak setuju, dpr jangan saya diwakili untuk tdk setuju, krn saya setuju,,hal yg lain boleh wakili saya disenayan.."
Mantap .... Gasss utk kebaikan kita smua
Dari dahulu saya suka mikir kalo saya jadi pemimpin bangsa  akan saya masukkan jadikan anak2 bangsa pemuda2 terutamanyg pengangguran2dalam keamanan menjadi spt tentara polisi jgn ada pengangguran nongkrong2 yg ga jelas yg akan jadi banyak kejahataan..😢
"Lebih setuju Komnas HAM kpai dan DPR , di ganti anggotanya"
"Daripada komnasham dan DPR tidak setuju, mendingan di bubarkan saja"
"selama puluhan tahun tak ada solusinya,KLO tak setuju kasilah solusinya,tapi yg masuk akal...."
Setuju.
Setuju
Paaling yg ga setuju takut kali anak apa keluarganya ikut masuk biasanya orang2 yg serakah..ga mikir anak bangsa..
Setujuuu . .
"Ma,af kesan saya yg tida setuju didikan ini ngiranya tni itu sipat penganiyaya.pedahal pencinta anak bangsa.yg tidak setuju orang konoha.."
Yang gak setuju wajib masuk barak militer termasuk elit politik yg selalu nyinyir gebrakan KDM
"bubarkan aja dpr itu, dan komnas ham, apa yang sudah kau buat untuk negeri ini?"
Inilah Negara kita Indonesia anak.adk.saudara.kita dsb nya. Kurang benar mnjadi benar...tidak setuju.komnasham.DPR.RI.sedangkn kluarga siswa.wali murid sangat setuju.malah orang ain nya tidak setuju..Komnasham.DPR.RI lihat diTanah Papua.DPR.RI. kami rakyat sangat setuju adanya pembinaan. Bubarkan Komnasham dan DPR-RI salam Pancasila
KDM..👍👍👍
"Sangat setuju ham, dan dpt aja lagi sakit hati nya"
Setujuuu
Alhamdulillah anak anak bisa sehat jasmani dan rohani karena kedepan negara ini mereka yang pimpin
g setuju krn g ada duitnya... KDM hebat pk duit olangan nyaho siah DPR
Mereka ga setuju krna ga mau setor uang ke mereka x ya...?
Jiwa nasional...dan apa anggota dpr solusinya?.hah
Yang ndk setuju diem aja duduk aja karena anda duduk selama tidak yang awak buat kannnnnnnnn bro
Setuju
Se7 maunya di medan ada<br>Anak-anak medan kacau
Ide dan tindakan nyata yang bagus
Setujuu
DPR &amp; KOMNAS HAM lbih baik diam jgn ngbacot klo gk bisa brbuat.. malu..mulut mu bau...
"Utk sukses hrs mergerti arti disiplin, berjuang, tekad yg kuat"
"Sangat setuju,,biar jadi generasi yg berakhlak dan punya disiplin tinggi"
"Masuk pesantren 6 bulan, terus 6 bulan di TNI 👍"
"Setuju, asal dg pengawasan"
Saya sangat setuju banget
Bagus sih bagus tp dampaknya kelak psti byk oknum mafia dg embel&quot; tentara.
Setuju banget
"DPR $ KPAI.... Tak berguna, byk omong"
Sangat setuju  ide yg bagus
"Sangat setuju demi masa depan generasi muda kita,orang tua nya aja setuju anak2 dididik mental nya,tapi jangan lupakan akhlaknya dibina juga.."
Sangat setuju
"DPR g setuju karena rata2 anak mereka yg nakal ma songong2., dikasih makan duit kotor sih...😂😂😂"
Setuju
"Kedua lembaga tersebut gak punya kerjaan, dari dulu sering terjadi pembunuhan akibat tawuran antar pelajar dan sdh banyak makan korban generasi bangsa, mereka haus akan nasionalisme karena beda watak beda perlakuan, anak² yg sering tawuran adalah anak tipe pejuang keras atau tenaga kasar maka harus di salurkan lewat gemblengan militer. Nah komnas HAM dan DPR tidak pernah memberi solusi hanya protes kritak kritik kayak anak kecil."
Demi kebaikan yg gk setuju silah didik dirumahmu
"Kalau kita melihat Korea, anak muda itu wajib militer, itu membuat mereka jadi tangguh dimasa depannya"
"Mempersiapkan warga Jabar yg siap tempur,bela negara bila negara diserang negara lain,menimbulkan jiwa patriot tidak tertutup kemungkinan mereka akan bercita cita sebagai TNI"
Mantab setuju banget kalo bisa sekalian DPR dan jajarannya
Pejabat semua wajib di bawa ke barak militer
"Mantap,yg positip kita dukung full"
"Alasannya kenapa kaga setuju apakah disitu ada sanak famili mereka,yaudah klu ada tinggal di panggil aja sanak famili nya,gitu aja kok repot"
Setuju sekali
Mgp mereka tak setuju... Bukannya ini hal yg sangat positif...slm ini kan pemerintah membiarkan anak nakal dll nya tak terurus . Sekali ada yg ngurusin. Mgp mrk bgt... Ngurus tak mau . Diurus org protes.. g suka... Apa mau mu.. mau anak bangsa ini rusak kah??
Komnas ham &amp; DpR maunya makin banyak BOTI ya ??
Jangankan siswa yg nakal masuk barak TNI utk d gembleng biar perlu semua lstansi pemerinta yg Nakal harus d gembleng terutama DPR
Gubernur  yg lain y mana ko yg  tenang2 ja. Jangan yg dipikirin cuan ja ni lihat kaltim sampe banjir kota y bahkan sampe kekampung2 tenggelam.
Sangat amat setuju pak.100%
Sangat Setuju!!!!💝<br>Hayoh sekarang ramai2 semua lini ingin didikan barak militernya KDM.
KDM MEMANG OC
DPR sama Komnas HAM mau nya rakyat Indonesia jadi brandalan dan rampok kali ya ? Didik malah ngak setuju.
Bawa dpr ama kpai biar lebih disiplin 😂😂😂
"setuju dari pada liar ,taruhan antar sekolah,gak ada gunanya,lebih baik masuk barak militer sewaktu2 diperlukan negara mereka siap membela NKRI"
Bubar kn oknum yg tidak sejalan dg pemerintah dn rakyat..
DPR komnasham gasetuju karena dia kehilangan sumber duit 🤣🤣🤣
Sangat setuju sekali
Kdm calon Presiden masa depan.
Setiap Kelompok Siswa di Suruh Pidato utk Menunjukan kpd KPAI <br>Bahwa Siswa2 Sangat Berterima kasih telah di Bimbing Menjadi Anak yg Sehat dan kembali Menjadi Anak yg Patuh Kepada ke Dua org tua Dan Patuh kpd Para Guru2.😂😂😂😂😂😂
"Bener sih Komnas Ham ama DPR<br>Supaya mereka ada generasi penerusnya, yang kerjanya cuma bacot doang.<br>Kalau generasi penerus jadi disiplin dan punya karakter nantinya bakal melawan mereka."
Saya dari Sumatra Utara sangat mendukung program. KDM.
"semangat terus kang dedi yg penting tdk merugikan ,,semangat pak kami mendukungmu"
"sekarang dpr ,kpai di suruh masuk barak..biar ngak ngemplang duit rakyat"
Anggota DPR harusnya wajib militer biar pada gak somplak otaknya
"Yang protes ya.ikut aja <a href=""http://dimasukin.ke/"">dimasukin.ke</a> bara militer."
Kami rakyat Indonesia setuju dengan adanya KDM soalny nanti lebih berguna dari tawuran sana sini bikin resah warga
"Bukan nya saling bantu dan kerja sama, sediakan apa yg kurang nya ya 🤦🤦🤦"
👍👍👍👍👍👍👍👍👍👍👍🙏🙏🙏
"Setujuuuuuuu sekali<br>Mantaàp pemimoin yg satu ini,KDM<br>semoga pemimpin yg lain mwnyusul<br>G usah gengsi"
"Sangat mndukung sekali tindakan Tegas...!!! Bpa President kita , Prabowo subiyanto....."
sangat setuju
Dengan sejujur nya dan setulus hati saya pribadi dari Kalimantan  Selatan Banjarmasin 1 juta % mndukung sekali tindakan yg dilaksakan K.D.M.Gubernur Jabar ...siapapun orang yg mnolak tindakan nya K.D.M.berarti dia ngga punya Nurani dan Achlak dan prikemanusian ......dan juga jiwa sosial.....
Sangat setuju sekali
Setuju banget saya.
mantap kdm. lannnjutttkann
SETUJU BANGET LAAHHHH<br>APA LAGI PARA KORUPTOR DIGEMBLENG BIAR PAHAM AMANAH YG DIEMBAN &amp; BIAR SEHAT BADANNYA LARI2 GITU BIAR GAK BUNCIT TU PERUT KARENA MAKAN DUIT KORUPSI  😂😂😂😂😂
Setuju sekali. Biar anak anak gak nakal lagi dan punya tanggung jawab. Klo mikir KPAI pasti tawuran akan terus terjadi. Sudah saatnya di Indonesia seperti ini. Lihat china jadi baik tho.
Lihat remaja smart begini banyak yang kepanasan dan kebakaran para perusak bangsa
"Yg nggak setuju, mungkin  bukan dari bangsa ini. Bukan mau dompleng..... tapi ini gagasan yg pernah ku usulkan th 2010n. Syng tak semua paham caraini, tnggal satu langkah lagi....yg diperlukan. Brilliant"
Komnas HAM itu kerjaannya apa... Juga DPR cm kebanyakan teori.... Menjijikan.
👍👍👍👍👍👍👍biar Indonesian tidak kekurangan TNI.
DPR &amp; Komnas ham na tah kang Dedi KA barak keun 🤣😂😂😂🤣<br>NU satuju ngacung 😂😂😂
"Saya sangat setuju dgn didikn sprt ini, demi kebaikan anak2 generasi penerus bangsa. Jangan alasan HAM sehingga kesalahan anak selalu dibela, itu sama sj memanjakan anak nakal"
"Aku warranty jbr sangat setuju,"
Setuju banget yg penting hasilnya nyata dan berubah sifat dan kelakuannya...daripada cuma omon2 tanpa tindakan apalagi hasil
Bissmillah.....unruk positif dan kebaikan kenapa tidak. Majunpak desy
Setuju biar jadi generasi disiplin cerdas bermartabat tdk korupsi❤
"Jadi pengin kesitu, seru kayanya"
Mantap ini.Anak2  pasti lebih mencinta NKRI dan Ortunya
Smg anak2 ini klak jd pembela rakyat dan negara ini mlalui bmbingan kdm. Dan bs menghapuskan korupsi dslrh indonesia.
Gank motor apa sudah dimasukin barak militer?
"Eleh2...KPAI kemana aja sebelumnya....ga mendidik, cuman komen2 aja"
kpai dan komnasham aj yg dimasukin ke barak militer
sayamah lebih tidak setuju kalau ada pejabat korup tida membantu masyarakatnya
"Sangat setuju. Anak muda harus dipersiapkan dari sekarang. In sya&#39;a Allah 20 tahun mendatang, mentalnya sudah gemblengan."
Sangat setu#❤❤❤KDM <br>From Lombok island
"Lalu apa tujuan dan manfaatnya siswa di gembleng ,"
Setuju sekaleee
Setuju..
Sangat setuju.biar tau disiplin dan tau budi pwkwrti
Setuju
MANTAP Pak daripada mereka pencandu narkoba.
Setuju karena bener2 melatih mental mereka
Program ini tepat tlg mana KDM² yg lain ini sangat bermampaat2mohon dukungan semua pihak agar generasi akan datang lebih baik dri yg skg
Lucu DPR ktnya ats nma rakyat  ats dasar apa dpr tk.mrnyetujui?
"Sudah beurapa lama KPAI HAM , mana hasilnya DPR RI  masukan aja keu barak <br>Agar waras peumikiranya  !!!!!"
"SY SEBAGAI SEORANG IBU YG ANK NYA PUNYA MASA DEPAN YG BAIK ,SETUJU SAJA ,SETUJU 100% ,ORANG MAU LEBAIK ,HARUS ADA PROSES ,PISAU SAJA MAU TAJAM SAJA ADA PROSES ,APA LGI ORANG ,YG HARUS MENGHADAPI MASA DEPAN YG BNYAK LIKA LIKU ,DI BARAK CUMA DI SURUH DI SIPLIN DN HARGAI WAKTU ,JGN DI BUANG2 WAKTU SELAGI MASIH MUDA DN KUAT ,INI ILMU TIDAK.AKN TERULANG YG KEDUA KALI ,JGN SIA2 KN WAKTU DN MASA MUDA MU HAAY ANK MUDA ,BUAT LAH MASA DEPAN MU CEMERLANG DN SUKSES"
"Bukan hy kedisplinan, tanggung jawab &amp; ruhiyahpun mrk sangat butuhkan"
Se7
"HAM dan DPR hanya merusak generasi anak muda RI saja,,,sy sangat setuju dgn program KDM 👍👍👍😎😎"
YANG TIDAK SETUJU BERARTI TIDAK MENGINGINKAN ANAK NAKAL MENJADI BAIK
"Sekalian azz  para DPR dan Komnasham nya masukin juga ke barak militer,,,biar pada waras dan ga korupsi,,,"
kalau gak setuju ya biar aja negara ini di kuasai peranpok maling dan premanisme
Anak bangsa harus perkasa dan tahan uji maju terus pantang mundur kalian hebat sungguh sukses selalu
Sip pak gubernur ❤❤❤
😂😂😂😂😂😂😂😂😂setuju banget orang cuma bisa omong omong doang
Ide KDM mantap...!
Anak lebih Ter arah setuju kang
"Nek ana proyeke, apa jatah lha... <br>Rebutan"
"KomnasHam buatan Amerika, coba lihat negara Palestinaa yg sudah di bombardir Israel apakah ada HAM buat mereka"
Setuju sekali biar mentalnya gak bobrok
Anak bangsa .generasi penerus dan disiplin mengurangi angka kenakalan disaat sudah selesai sekolah ada sifat disiplin yang ditanamkan .awalmulanya tidak bisa Nerima lama kelamaan .enjoy saja dan menikmatinya seperti aliran air .bravo terus .anak2 muda generasi bangsa
Sangat se 777777...
Komnas HAM dan DPR nya yang perlu digembleng
Setuju .
Sangat setuju
Saya.  Setujuh. Didikan. Kdm.  Harus. Kasih. Didikan.  Biar. Siswa. .Kapo dan. TDK.  Melakukan. Lagi. Atau.  Di. Ulangin. Lagi.  Tawuran.  Slm. Yudi
Semoga produk dari pendidikan itu menjadi pemimpin direpublik ini... aamiin.
"SETUJU .... Masa kami dulu masuk sekolah juga  digembleng ala² militer hasil nya sangat jauh beda. Kami lebih punya etika, moral gak cengeng. Tapi sekarang liat generasi penerus bangsa yg suka tawuran, masuk geng motor, sama guru mereka gak hormat, aku sedih liatnya."
Semua pemimpin di pemerintahan harus nya d gembleng dulu d barak. Agar g leyeh leyeh JD pejabat
"Knp DPR tak setuju,krn generasi bangsa ini akan kuat,krn mau melemahkan bangsa. ini"
Setujuu
Anggota DPR &amp;KPAI yg tidak setuju usulan ini sebaiknya di masukan barak militer juga
𝚜𝚎𝚝𝚞𝚓𝚞
Setuju saja. Supaya siswa2 tersebut menjadi laki2 yg tangguh kuat semangat. Yg jelas positif dan TDK hanya nongkrong2 gak jelas. Maaf itu pendapat saya👃👃👃
mantap aku suka fidio ini
Betul anggota DPR yg berpikir kurang waras .monggo di waraskan ae di bsrak militer biar rakyat tenang
Mereka lebih setuju anak anak remaja menjadi begal dan preman
DPR komnas HAM tidak mewakili rakyat...!!
"Ko nasi Ham urus aja anggaran nya, kl Dpr tidak usah urusin rakyat urus aj gimana caramu utk korupsi dan jalan jalan"
"Coba ya kalau presiden fokus memberantas korupsi..akar dari semua masalah ,pasti Indonesia jaya dan makmur"
Setuju banget lanjutkan program seperti ini 👍👍👍👍👍👍
Masukan itu anggota dewan dan kphi wajib militer
ini baru.keren..punya mental.pemenang..
"Se7 bgt blajar disiplin,waktu ibadah,taat ibadah,jd kasian ke org tua,ortu tidak sanggup ngedidik"
Setuju indonesia tangguh
Maju terus Kang DEDI MULYAJI  DPR &amp; KOMNASHAM senang liat tawuran dan balap liaaaar😤👺👹
"Sangat setuju, masarakat dan orang tua yg cerdas  akan mendukungnya,  semangat KDM mencerdaskan generasi jabar yg bermartabat dan cerdas,"
Se7
Iya se 7 KPAI dan anggota DPR kirim ke barak militer  l
Seetuujjuuu banget dengan program KDM <br>penerus harus punya tabiat baik jujur rendah hati taat pada aturan yang benar
Ngak papa biar sehat drpd tawuran ngak sehat
Apa apa ham..ribet komnas ham dan dpr cuma bisa teori tp praktek nya mereka bisa jadi anak geng motor bawa sajam dan melukai orang terus bgmn menurut anda?
Setuju bngt
setujuuuuuu
Setujuuu..
YG TIDAK SETUJU TELUSURI SIAPA MEREKA.? SAYA SIH MERABA AJA MEREKA LAGI GEMETAR BANGKITNYA GENERASI ISLAM YG AKAN MERUBAH TATANAN BANGSA OLEH TANGAN2 MANUSIA SERAKAH
AQ sangat setuju banget klu tunas2 bangsa di indonesia digembleng dibarak militer Krn mereka pengganti kita yg akan dtng biar kita JD negara yg maju dn kuat klu bisa kpainya dn Komnas hamnya jg digitempatkan disana biar mereka TDK hanya ongkang2 kaki dn sukanya nyinyir doang kerjaannya bravo KDM✊✊✊✊✊✊
Setuju sih
"Terima kasih Kang Dedy, dan para pelatih, smg mrkbmenjadi aset bangsa yg membawa bangsa ini lebih bermartabat. <br>Smg Gubernur di provinsi lain melakukan hal ini juga. <br>Tuhan memberkati kalian semua anak-anak Ibu Pertiwi. <br>Amin."
"coba anggota Komnas ham, dan anggota dewan ada peraturan baru, kalau mau menjabat di wajibkan militer, dan harus miliki rasa takut pada TUHANNYA.<br>kira2 gimana ya....?"
Mungkin anak orang yang melarang takut di masukkan kesitu jadi malu.di nilai orang tidak bisa mendidik anak.
Di tentara itu sibuk lelah pikiran sama fisik otomatis mau berpikir dan berbuat negatif udah cape duluan.. anak muda sekarang itu butuh kesibukan pikiran dan lelah fisik biar cepet tidur cepet selei tugas gak mikir macam2
"Semua ada positif dan negatifnya, SMG bykan yg positifnya"
Sngt se7 lanjut jng dengarkn or yg bisanya hnya nyinyir tanpa kerja .GBU bt KDM
DPR dan komnas HAM... Bisanya kome kagak ngasih solusi
"Kalau tidak setuju, saya ingin bertanya nih.......kira2 baiknya anak2 seperti ini? Dibina atau dibinasakan? Kl dibina ya sdh tepat programnya BPK Dedy Mulyadi. Kl dibinasakan, yah hukum yg berlaku sesuai perbuatan."
"Apa alasan ny tidak setuju ,,,,😮"
"Klau sya setuju sja mereka digembleng tni, drpd tidak klau dpr sma ham tidk setuju suruh dia ksih solusinya jgn mkan gaji buta aja tau ya"
❤❤❤❤❤❤❤
Bagus pak presiden aku sih setuju banget lah kalo kayak gini biar mereka juga merasakan susah nya untuk berjuang bukan cuma mengambil uang rakyat
setujuuu
Dibarak militer itu tidak hanya physik<br>yg digembleng tapi juga rohani mereka melalui sholat berjamaah dan santapan rohani
kadang²orang²yg ega setuju tuh orang²yg iri dia ega becus kerja seneng ya liat anak²tawuran saling bacok pimpinan yg aneh pdhl KDM mendidik anak²biar ega pd tawuran bilang aja km²iri ega bcs kerja 🤦‍♀️
Sangat setuju dengan program KDM
Setuju
"itu kn bukan di gembleng.. itu anggap aja sednag pelajaran olah raga,, saya juga dlu olahraga pernah kaya gitu lari santai dll dibawah matahari../."
Setuju biar terbentu manusia² tangguh dan bertanggung jawab nggk usah lebai dp merongrong masyarakat hidup TNI
Sangat amat setuju
Mereka pasti menyesuaikan dgn kemampuan anak² nggk mungkin sama dgn asli tni
"Sangat setuju untuk mencetak karakter pemuda,agar tidak menjadi anak yang nakal."
"Harus nya komnas dan anggota DPR di gembleng, kaya para menteri kemaren pembekalan ."
Setuju banget dong.
"Kalau akhir menjadi baik, MENGAPA TIDAK.. JANGAN ASAL TOLAK, KEMARIN2 SOLUSINYA APA, MALAH YG NOLAK TERKESAK SIRIIIK, NDAK MAMPU... LIHAT AJA DULU, NANTI DI EVALUASI, INI PUN JUGA PERSETUJUAN ORTUNYA KAN.."
setuju
"Ganti ae orang DPR.dy gak Setuju karna da dapat ampao yato.coba semuanya fikir <a href=""http://dulu.ni/"">dulu.ni</a> perkiraanq aja KLO sodara gimana"
coba to Komnasham suruh didik klo dia mampu..
Dari dulu saya berharap indonesia ada wajib militer seperti negara2lain. Kita ambil manfaatnya<br> Jenuh mendengar kata tawuran bully dan mati sia2 para pelajar. Sya sebagai warga jawabarat sngat mendukung gubernur saya.
Setujuu
mudahan mereka kelak bela pemimpin jujur prorakyat untuk memerangi pejabat2 korup dan orang2 yg cuma bisa bacot dan kritik
Mantap pk KDM
Dpri tidak setuju kenapa itu salah besar bagi warga indonesia harus ikut latihan militer jika akan datang indonesia perlu prajurit untuk menjaga NKRi saya sangat setuju kdm merdeka merdeka
Baguslab drpada gakaruan jln hidupnya
Panas panas panas KPAI &amp; DPR y  butuh air es 😅😅😅😅
"Seharusnya Komnas HAM dan anggota DPR juga wajib masuk ikut gemlengan di TNI,biar otaknya TDK mikirin uang rakyat yg mau dikemanakan"
Lebih baikdidikan sedini mungjin dp setelah lulus.juga menghindari praktek adanya uang pelicin untik menjadi TNI
sejutu sekali ..ini bertujuan memperbaiki .mengembalikan anak supaya lebih baik ..kenapa tdk
"DPR yng gk setuju KDM mohon dipecat, kebanyakan ngoceh"
Yg g setuju itu org2 yg bejad moral nya. Shg tdk suka melihat anak2 muda kita jd anak2 yg baik.
Mbokya setuju toh PK agar anak2 jadi GK nakal lagi
Setujuh
